asset_id,clip_path,source_type,source_site_id,source_recording_id,start_s,end_s,duration_s,primary_weather,has_rain,has_wind,has_thunder,rain_intensity,wind_intensity,thunder_intensity,mixed_weather,layer_d_role,layer_d_use,analysis_use,analysis_label_quality,human_audit_status,human_weather_label,human_notes,clap_rain_score,clap_wind_score,clap_thunder_score,clap_top_label,contamination_label,env_bucket,quality_flags,run_id
site_mvp002_site257_214836_002316_002331,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214836_002316_002331.wav,site,257,214836,2316.0,2331.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.304322,0.526961,0.305463,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5413_002074_002089,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5413_002074_002089.wav,site,257,5413,2074.0,2089.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.343551,0.51477,0.404958,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_216466_002726_002741,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_216466_002726_002741.wav,site,257,216466,2726.0,2741.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.28557,0.508584,0.340742,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1535362_004107_004122,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_004107_004122.wav,site,257,1535362,4107.0,4122.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.339436,0.518305,0.338755,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215473_006056_006071,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_006056_006071.wav,site,257,215473,6056.0,6071.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.317496,0.519264,0.319099,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1313184_006451_006466,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_006451_006466.wav,site,257,1313184,6451.0,6466.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.316093,0.474328,0.249282,wind,human_or_machine,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1401100_000997_001012,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401100_000997_001012.wav,site,257,1401100,997.0,1012.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.285934,0.512963,0.408277,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5299_002749_002764,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5299_002749_002764.wav,site,257,5299,2749.0,2764.0,15.0,wind,false,true,false,none,light,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.230602,0.499401,0.387151,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214503_005443_005458,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214503_005443_005458.wav,site,257,214503,5443.0,5458.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.299106,0.505293,0.338324,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214836_002435_002450,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214836_002435_002450.wav,site,257,214836,2435.0,2450.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.241853,0.514915,0.338697,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215192_001929_001944,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215192_001929_001944.wav,site,257,215192,1929.0,1944.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.312384,0.505231,0.346164,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445592_001567_001582,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_001567_001582.wav,site,257,445592,1567.0,1582.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.261767,0.503841,0.426,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215103_005821_005836,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215103_005821_005836.wav,site,257,215103,5821.0,5836.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.293943,0.512091,0.322802,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1535837_002574_002589,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535837_002574_002589.wav,site,257,1535837,2574.0,2589.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.243364,0.50374,0.396634,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445759_006756_006771,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_006756_006771.wav,site,257,445759,6756.0,6771.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.389424,0.480134,0.288759,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445759_000655_000670,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_000655_000670.wav,site,257,445759,655.0,670.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.376756,0.494653,0.243595,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215191_005671_005686,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_005671_005686.wav,site,257,215191,5671.0,5686.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.30371,0.506041,0.313389,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_4889_006727_006742,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4889_006727_006742.wav,site,257,4889,6727.0,6742.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.303201,0.503196,0.4414,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400378_001105_001120,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400378_001105_001120.wav,site,257,1400378,1105.0,1120.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.309618,0.50122,0.353438,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215122_002785_002800,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215122_002785_002800.wav,site,257,215122,2785.0,2800.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.306413,0.501427,0.431377,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1313184_001227_001242,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_001227_001242.wav,site,257,1313184,1227.0,1242.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.29061,0.437053,0.384336,wind,human_or_machine,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445765_000540_000555,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445765_000540_000555.wav,site,257,445765,540.0,555.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.240716,0.449673,0.209811,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1402288_000752_000767,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1402288_000752_000767.wav,site,257,1402288,752.0,767.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.233975,0.450379,0.338687,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445592_006342_006357,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_006342_006357.wav,site,257,445592,6342.0,6357.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.241102,0.492708,0.37,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1669477_001576_001591,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1669477_001576_001591.wav,site,257,1669477,1576.0,1591.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.275004,0.499248,0.288251,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5421_003037_003052,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5421_003037_003052.wav,site,257,5421,3037.0,3052.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.336057,0.499691,0.346887,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214833_007122_007137,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214833_007122_007137.wav,site,257,214833,7122.0,7137.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.273191,0.488782,0.359859,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1535538_005360_005375,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535538_005360_005375.wav,site,257,1535538,5360.0,5375.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.281066,0.495156,0.436137,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1534211_000945_000960,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534211_000945_000960.wav,site,257,1534211,945.0,960.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.255939,0.490882,0.40998,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215109_005131_005146,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215109_005131_005146.wav,site,257,215109,5131.0,5146.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.196226,0.493297,0.375372,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1535362_003737_003752,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_003737_003752.wav,site,257,1535362,3737.0,3752.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.275914,0.483904,0.246217,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400378_001111_001126,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400378_001111_001126.wav,site,257,1400378,1111.0,1126.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.283184,0.475355,0.331391,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1399612_001738_001753,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1399612_001738_001753.wav,site,257,1399612,1738.0,1753.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.376076,0.499348,0.392062,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5495_003676_003691,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5495_003676_003691.wav,site,257,5495,3676.0,3691.0,15.0,wind,false,true,false,none,light,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.321208,0.481047,0.424018,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1680197_002057_002072,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1680197_002057_002072.wav,site,257,1680197,2057.0,2072.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.358313,0.475679,0.381839,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1402288_001777_001792,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1402288_001777_001792.wav,site,257,1402288,1777.0,1792.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.235558,0.440507,0.349148,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1401228_000906_000921,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401228_000906_000921.wav,site,257,1401228,906.0,921.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.240552,0.479294,0.349362,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215103_001580_001595,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215103_001580_001595.wav,site,257,215103,1580.0,1595.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.349782,0.493595,0.352108,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445532_000402_000417,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445532_000402_000417.wav,site,257,445532,402.0,417.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.295004,0.46982,0.272843,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214837_001286_001301,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214837_001286_001301.wav,site,257,214837,1286.0,1301.0,15.0,wind,false,true,false,none,light,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.310863,0.478832,0.281845,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1679611_002145_002160,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_002145_002160.wav,site,257,1679611,2145.0,2160.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.220158,0.466744,0.337883,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215122_005589_005604,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215122_005589_005604.wav,site,257,215122,5589.0,5604.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.260009,0.477909,0.354291,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445592_004519_004534,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_004519_004534.wav,site,257,445592,4519.0,4534.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.254727,0.464172,0.274443,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1682477_005624_005639,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1682477_005624_005639.wav,site,257,1682477,5624.0,5639.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.321074,0.468137,0.40355,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215122_003988_004003,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215122_003988_004003.wav,site,257,215122,3988.0,4003.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.34171,0.467014,0.322246,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445532_002841_002856,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445532_002841_002856.wav,site,257,445532,2841.0,2856.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.282094,0.456023,0.385679,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1401564_006213_006228,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401564_006213_006228.wav,site,257,1401564,6213.0,6228.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.295309,0.458634,0.351872,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445534_005193_005208,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445534_005193_005208.wav,site,257,445534,5193.0,5208.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.349904,0.461748,0.375999,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_nov2019_storm001_site257_214657_001545_001575,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_nov2019_storm_scout_001/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214657_001545_001575.wav,site,257,214657,1545.0,1575.0,30.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v04_human_audited,site_ready,rain+wind,nov2019 storm scout001: promote_primary; what you hear / why,0.441348,0.456173,0.4976,storm,human_or_machine,,site_ready;nov2019_storm_scout001;human_promoted,site_nov2019_storm_scout_001_manual_promote
site_nov2019_storm001_site257_214871_006056_006086,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_nov2019_storm_scout_001/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214871_006056_006086.wav,site,257,214871,6056.0,6086.0,30.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v04_human_audited,site_ready,rain+wind,nov2019 storm scout001: promote_primary; what you hear / why,0.478136,0.504194,0.442565,storm,human_or_machine,,site_ready;nov2019_storm_scout001;human_promoted,site_nov2019_storm_scout_001_manual_promote
site_nov2019_storm001_site257_214931_000076_000106,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_nov2019_storm_scout_001/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214931_000076_000106.wav,site,257,214931,76.0,106.0,30.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v04_human_audited,site_ready,rain+wind,nov2019 storm scout001: promote_primary; what you hear / why,0.413653,0.475731,0.499926,storm,human_or_machine,,site_ready;nov2019_storm_scout001;human_promoted,site_nov2019_storm_scout_001_manual_promote
site_nov2019_storm001_site257_214873_003175_003205,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_nov2019_storm_scout_001/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214873_003175_003205.wav,site,257,214873,3175.0,3205.0,30.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,backup,site_backup_pool,site_policy_v04_human_audited,site_ready,rain+wind,nov2019 storm scout001: promote_backup; what you hear / why,0.457011,0.514823,0.404468,storm,human_or_machine,,site_ready;nov2019_storm_scout001;human_promoted,site_nov2019_storm_scout_001_manual_promote
site_nov2019_storm001_site257_214659_001558_001588,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_nov2019_storm_scout_001/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214659_001558_001588.wav,site,257,214659,1558.0,1588.0,30.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,backup,site_backup_pool,site_policy_v04_human_audited,site_ready,rain+wind,nov2019 storm scout001: promote_backup; what you hear / why,0.444748,0.494989,0.432023,storm,human_or_machine,,site_ready;nov2019_storm_scout001;human_promoted,site_nov2019_storm_scout_001_manual_promote
