species_common_name,species_slug,audio_event_id,item_dir,package_status,source_resolution_kind,source_audio_resolved
Common Bronzewing,common_bronzewing,1787405,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/047_audioevent_1787405,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/054_audioevent_1787405/downloaded_source.webm
Common Bronzewing,common_bronzewing,9458546,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/048_audioevent_9458546,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/056_audioevent_9458546/downloaded_source.webm
Common Bronzewing,common_bronzewing,3312073,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/049_audioevent_3312073,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/057_audioevent_3312073/downloaded_source.webm
Common Bronzewing,common_bronzewing,14762439,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/050_audioevent_14762439,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/058_audioevent_14762439/downloaded_source.webm
Common Bronzewing,common_bronzewing,5481715,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/051_audioevent_5481715,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/059_audioevent_5481715/downloaded_source.webm
Common Bronzewing,common_bronzewing,14351614,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/052_audioevent_14351614,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/060_audioevent_14351614/downloaded_source.webm
Common Bronzewing,common_bronzewing,16248543,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/053_audioevent_16248543,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/061_audioevent_16248543/downloaded_source.webm
Common Bronzewing,common_bronzewing,16248634,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/054_audioevent_16248634,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/063_audioevent_16248634/downloaded_source.webm
Common Bronzewing,common_bronzewing,15392972,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/055_audioevent_15392972,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/064_audioevent_15392972/downloaded_source.webm
Common Bronzewing,common_bronzewing,24016512,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/056_audioevent_24016512,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/065_audioevent_24016512/downloaded_source.webm
Common Bronzewing,common_bronzewing,7247594,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/057_audioevent_7247594,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/066_audioevent_7247594/downloaded_source.webm
Common Bronzewing,common_bronzewing,16248602,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/058_audioevent_16248602,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/067_audioevent_16248602/downloaded_source.webm
Common Bronzewing,common_bronzewing,5481680,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/059_audioevent_5481680,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/068_audioevent_5481680/downloaded_source.webm
Common Bronzewing,common_bronzewing,17878928,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/060_audioevent_17878928,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/069_audioevent_17878928/downloaded_source.webm
Common Bronzewing,common_bronzewing,23939616,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/061_audioevent_23939616,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/070_audioevent_23939616/downloaded_source.webm
Common Bronzewing,common_bronzewing,7247696,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/062_audioevent_7247696,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/072_audioevent_7247696/downloaded_source.webm
Common Bronzewing,common_bronzewing,17958208,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/063_audioevent_17958208,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/073_audioevent_17958208/downloaded_source.webm
Common Bronzewing,common_bronzewing,15392979,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/064_audioevent_15392979,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/074_audioevent_15392979/downloaded_source.webm
Common Bronzewing,common_bronzewing,5481694,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/065_audioevent_5481694,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/075_audioevent_5481694/downloaded_source.webm
Common Bronzewing,common_bronzewing,10030283,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/066_audioevent_10030283,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/076_audioevent_10030283/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781546,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/067_audioevent_13781546,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/078_audioevent_13781546/downloaded_source.webm
Common Bronzewing,common_bronzewing,16248605,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/068_audioevent_16248605,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/079_audioevent_16248605/downloaded_source.webm
Common Bronzewing,common_bronzewing,23939506,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/069_audioevent_23939506,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/080_audioevent_23939506/downloaded_source.webm
Common Bronzewing,common_bronzewing,17064957,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/070_audioevent_17064957,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/081_audioevent_17064957/downloaded_source.webm
Common Bronzewing,common_bronzewing,8023311,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/071_audioevent_8023311,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/082_audioevent_8023311/downloaded_source.webm
Common Bronzewing,common_bronzewing,14312986,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/072_audioevent_14312986,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/083_audioevent_14312986/downloaded_source.webm
Common Bronzewing,common_bronzewing,2131403,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/073_audioevent_2131403,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/084_audioevent_2131403/downloaded_source.webm
Common Bronzewing,common_bronzewing,17958220,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/074_audioevent_17958220,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/085_audioevent_17958220/downloaded_source.webm
Common Bronzewing,common_bronzewing,17064981,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/075_audioevent_17064981,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/087_audioevent_17064981/downloaded_source.webm
Common Bronzewing,common_bronzewing,9074543,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/076_audioevent_9074543,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/088_audioevent_9074543/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781532,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/077_audioevent_13781532,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/089_audioevent_13781532/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781564,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/078_audioevent_13781564,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/090_audioevent_13781564/downloaded_source.webm
Common Bronzewing,common_bronzewing,3517666,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/079_audioevent_3517666,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/091_audioevent_3517666/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781558,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/080_audioevent_13781558,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/092_audioevent_13781558/downloaded_source.webm
Common Bronzewing,common_bronzewing,16248508,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/081_audioevent_16248508,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/093_audioevent_16248508/downloaded_source.webm
Common Bronzewing,common_bronzewing,18314773,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/082_audioevent_18314773,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/094_audioevent_18314773/downloaded_source.webm
Common Bronzewing,common_bronzewing,22800087,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/083_audioevent_22800087,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/095_audioevent_22800087/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781541,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/084_audioevent_13781541,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/096_audioevent_13781541/downloaded_source.webm
Common Bronzewing,common_bronzewing,15579231,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/085_audioevent_15579231,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/097_audioevent_15579231/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781545,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/086_audioevent_13781545,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/098_audioevent_13781545/downloaded_source.webm
Common Bronzewing,common_bronzewing,8156437,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/087_audioevent_8156437,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/099_audioevent_8156437/downloaded_source.webm
Common Bronzewing,common_bronzewing,3312071,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/088_audioevent_3312071,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/100_audioevent_3312071/downloaded_source.webm
Common Bronzewing,common_bronzewing,6385647,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/089_audioevent_6385647,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/089_audioevent_6385647/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781572,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/090_audioevent_13781572,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/090_audioevent_13781572/downloaded_source.webm
Common Bronzewing,common_bronzewing,13781544,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/091_audioevent_13781544,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/093_audioevent_13781544/downloaded_source.webm
Common Bronzewing,common_bronzewing,15171311,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/092_audioevent_15171311,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/094_audioevent_15171311/downloaded_source.webm
Common Bronzewing,common_bronzewing,2131432,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/093_audioevent_2131432,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/095_audioevent_2131432/downloaded_source.webm
Common Bronzewing,common_bronzewing,11118200,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/094_audioevent_11118200,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/096_audioevent_11118200/downloaded_source.webm
Common Bronzewing,common_bronzewing,4501454,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/095_audioevent_4501454,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/097_audioevent_4501454/downloaded_source.webm
Common Bronzewing,common_bronzewing,17878929,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/096_audioevent_17878929,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/099_audioevent_17878929/downloaded_source.webm
Common Bronzewing,common_bronzewing,17958193,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/097_audioevent_17958193,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/100_audioevent_17958193/downloaded_source.webm
Common Bronzewing,common_bronzewing,15392975,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/098_audioevent_15392975,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/098_audioevent_15392975/downloaded_source.webm
Common Bronzewing,common_bronzewing,2131416,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/099_audioevent_2131416,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/099_audioevent_2131416/downloaded_source.webm
Common Bronzewing,common_bronzewing,17878839,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/100_audioevent_17878839,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/100_audioevent_17878839/downloaded_source.webm
Common Greenshank,common_greenshank,9074589,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/001_audioevent_9074589,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/001_audioevent_9074589/downloaded_source.webm
Common Greenshank,common_greenshank,9074588,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/002_audioevent_9074588,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/002_audioevent_9074588/downloaded_source.webm
Common Greenshank,common_greenshank,12489110,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/003_audioevent_12489110,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/003_audioevent_12489110/downloaded_source.webm
Common Greenshank,common_greenshank,9074590,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/004_audioevent_9074590,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/004_audioevent_9074590/downloaded_source.webm
Common Greenshank,common_greenshank,12489106,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/005_audioevent_12489106,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/005_audioevent_12489106/downloaded_source.webm
Common Greenshank,common_greenshank,4562038,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/006_audioevent_4562038,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/006_audioevent_4562038/downloaded_source.webm
Common Greenshank,common_greenshank,23065943,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/007_audioevent_23065943,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/007_audioevent_23065943/downloaded_source.webm
Common Greenshank,common_greenshank,763628,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/008_audioevent_763628,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/008_audioevent_763628/downloaded_source.webm
Common Greenshank,common_greenshank,7818718,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/009_audioevent_7818718,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/009_audioevent_7818718/downloaded_source.webm
Common Greenshank,common_greenshank,8810913,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/010_audioevent_8810913,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/010_audioevent_8810913/downloaded_source.webm
Common Greenshank,common_greenshank,15733308,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_greenshank/samples/011_audioevent_15733308,packaged,s3_downloaded_clip,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_greenshank/samples/011_audioevent_15733308/downloaded_source.webm
