segment_id,source_clip,t_start,t_end,duration_s,diel_bin,season,hour_sin,hour_cos,month_sin,month_cos,cell
1536689_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_017.webm,196.301,214.251,17.949,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536689_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_017.webm,247.803,258.322,10.519,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536689_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_018.webm,18.228,30.372,12.144,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536689_clip018_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_018.webm,164.165,177.702,13.537,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536689_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_021.webm,249.707,260.18,10.472,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536689_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536689/site_257_item_1536689_clip_022.webm,151.951,161.982,10.031,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_002.webm,274.321,286.047,11.726,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_003.webm,12.005,30.116,18.112,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_003.webm,239.328,253.353,14.025,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_004.webm,10.681,23.406,12.725,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_006.webm,166.603,176.75,10.147,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_006.webm,273.903,284.793,10.89,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_008.webm,58.329,69.103,10.774,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_011.webm,136.464,147.632,11.169,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_012.webm,254.862,265.474,10.612,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_013.webm,102.493,113.522,11.029,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_016.webm,110.434,127.269,16.834,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_016.webm,152.462,163.306,10.844,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_017.webm,139.598,152.787,13.189,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_023.webm,150.187,162.354,12.167,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_023.webm,210.28,222.61,12.33,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536862_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536862/site_257_item_1536862_clip_024.webm,146.123,159.126,13.003,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1536895_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536895/site_257_item_1536895_clip_017.webm,207.935,218.593,10.658,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1671086_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671086/site_257_item_1671086_clip_008.webm,205.264,216.34,11.076,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1671086_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671086/site_257_item_1671086_clip_017.webm,77.16,88.538,11.378,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1681746_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1681746/site_257_item_1681746_clip_005.webm,168.136,178.747,10.612,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1681746_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1681746/site_257_item_1681746_clip_007.webm,7.964,18.855,10.89,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1681746_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1681746/site_257_item_1681746_clip_007.webm,56.285,67.082,10.797,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1681746_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1681746/site_257_item_1681746_clip_013.webm,189.034,201.99,12.957,night,autumn,-0.5,0.866025,1.0,0.0,autumn_night
1671762_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_006.webm,29.722,39.799,10.077,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1671762_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_010.webm,19.226,30.557,11.331,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1671762_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_010.webm,40.588,52.152,11.564,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1671762_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_012.webm,176.239,187.942,11.703,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1671762_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_018.webm,193.794,203.987,10.194,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1671762_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671762/site_257_item_1671762_clip_019.webm,31.463,43.886,12.423,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1672601_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672601/site_257_item_1672601_clip_023.webm,28.468,39.66,11.192,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1673056_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1673056/site_257_item_1673056_clip_011.webm,15.232,25.658,10.426,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1673056_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1673056/site_257_item_1673056_clip_013.webm,58.839,73.839,15.0,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1673421_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1673421/site_257_item_1673421_clip_003.webm,40.054,50.457,10.403,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1673421_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1673421/site_257_item_1673421_clip_010.webm,64.203,74.884,10.681,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1673421_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1673421/site_257_item_1673421_clip_021.webm,109.064,119.443,10.379,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_007.webm,119.049,130.775,11.726,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_007.webm,273.786,284.143,10.356,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_008.webm,263.105,273.856,10.751,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_011.webm,178.26,190.404,12.144,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_011.webm,204.336,216.317,11.981,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1675903_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1675903/site_257_item_1675903_clip_012.webm,38.058,49.157,11.099,night,autumn,-0.5,0.866025,0.5,-0.866025,autumn_night
1680399_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_001.webm,51.014,62.973,11.958,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_007.webm,67.245,79.018,11.773,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_007.webm,149.002,161.959,12.957,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_008.webm,179.212,196.789,17.578,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_008.webm,207.401,217.594,10.194,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip008_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_008.webm,259.947,271.975,12.028,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_011.webm,80.991,94.505,13.514,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_011.webm,150.628,161.239,10.612,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip011_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_011.webm,276.341,292.618,16.277,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_014.webm,153.855,167.462,13.607,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip014_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_014.webm,187.64,202.223,14.582,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_016.webm,136.487,146.727,10.24,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_018.webm,62.531,77.183,14.652,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_019.webm,233.709,243.717,10.008,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_021.webm,29.931,40.937,11.006,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip021_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_021.webm,79.784,92.067,12.283,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_024.webm,51.154,61.835,10.681,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1680399_clip024_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680399/site_257_item_1680399_clip_024.webm,101.309,113.917,12.608,night,autumn,-0.5,0.866025,0.866025,-0.5,autumn_night
1313802_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_001.webm,65.527,78.065,12.539,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_001.webm,124.436,138.391,13.955,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip001_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_001.webm,141.549,153.902,12.353,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_002.webm,239.305,252.122,12.817,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_002.webm,258.972,271.325,12.353,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_003.webm,94.761,107.09,12.33,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_003.webm,198.066,208.446,10.379,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_004.webm,118.05,132.47,14.42,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_004.webm,159.684,169.97,10.286,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_005.webm,45.906,57.423,11.517,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_007.webm,3.204,13.351,10.147,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_007.webm,39.195,49.366,10.17,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313802_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313802/site_257_item_1313802_clip_009.webm,1.974,13.235,11.262,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_002.webm,81.2,97.013,15.813,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_002.webm,107.369,128.685,21.316,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_004.webm,54.962,65.178,10.217,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_006.webm,114.683,127.594,12.91,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_007.webm,158.685,171.294,12.608,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_007.webm,215.412,233.244,17.833,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_008.webm,171.34,182.857,11.517,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_008.webm,195.024,208.12,13.096,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_012.webm,40.101,52.082,11.981,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_012.webm,119.722,132.191,12.469,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_013.webm,37.454,49.621,12.167,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip013_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_013.webm,108.368,118.77,10.403,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_014.webm,272.115,287.347,15.232,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_015.webm,58.05,72.748,14.698,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_016.webm,31.695,42.539,10.844,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_020.webm,13.886,24.195,10.31,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_021.webm,10.379,21.06,10.681,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1313828_clip021_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313828/site_257_item_1313828_clip_021.webm,155.179,166.789,11.61,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1314116_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1314116/site_257_item_1314116_clip_001.webm,183.252,194.56,11.308,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1314116_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1314116/site_257_item_1314116_clip_003.webm,256.488,268.678,12.19,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1314116_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1314116/site_257_item_1314116_clip_005.webm,32.601,44.35,11.749,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1314116_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1314116/site_257_item_1314116_clip_005.webm,104.211,117.632,13.421,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1536798_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_001.webm,93.855,106.533,12.678,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1536798_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_001.webm,155.202,165.558,10.356,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1536798_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_003.webm,46.44,56.633,10.194,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1536798_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_003.webm,82.431,93.878,11.447,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1536798_clip003_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_003.webm,137.16,149.467,12.307,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1536798_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536798/site_257_item_1536798_clip_011.webm,43.979,55.008,11.029,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_003.webm,8.336,18.785,10.449,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_003.webm,41.424,52.384,10.96,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_004.webm,165.001,175.938,10.937,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_004.webm,193.678,204.22,10.542,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip004_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_004.webm,221.425,231.665,10.24,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip004_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_004.webm,252.076,267.006,14.93,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539111_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539111/site_257_item_1539111_clip_015.webm,218.314,229.204,10.89,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1539171_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539171/site_257_item_1539171_clip_003.webm,69.962,83.406,13.444,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1539171_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539171/site_257_item_1539171_clip_003.webm,109.83,119.838,10.008,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1539171_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539171/site_257_item_1539171_clip_007.webm,82.709,94.691,11.981,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1539171_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1539171/site_257_item_1539171_clip_016.webm,167.695,178.097,10.403,dawn,winter,1.0,0.0,-0.5,-0.866025,winter_dawn
1672451_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672451/site_257_item_1672451_clip_014.webm,135.837,146.425,10.588,dawn,winter,0.866025,0.5,0.0,-1.0,winter_dawn
1672451_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672451/site_257_item_1672451_clip_017.webm,223.399,234.429,11.029,dawn,winter,0.866025,0.5,0.0,-1.0,winter_dawn
1672451_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672451/site_257_item_1672451_clip_021.webm,236.565,247.223,10.658,dawn,winter,0.866025,0.5,0.0,-1.0,winter_dawn
1672819_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672819/site_257_item_1672819_clip_002.webm,196.743,207.354,10.612,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1672819_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672819/site_257_item_1672819_clip_005.webm,35.062,48.832,13.769,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
1672819_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1672819/site_257_item_1672819_clip_008.webm,164.328,176.123,11.796,dawn,winter,1.0,0.0,0.0,-1.0,winter_dawn
445525_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_445525/site_257_item_445525_clip_012.webm,105.349,118.445,13.096,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
445525_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_445525/site_257_item_445525_clip_012.webm,157.826,168.205,10.379,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
5495_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5495/site_257_item_5495_clip_011.webm,163.747,174.359,10.612,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
5495_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5495/site_257_item_5495_clip_018.webm,76.812,89.327,12.516,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
5495_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5495/site_257_item_5495_clip_022.webm,241.464,251.797,10.333,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
4897_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4897/site_257_item_4897_clip_013.webm,201.456,213.252,11.796,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
4897_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4897/site_257_item_4897_clip_017.webm,241.325,251.681,10.356,dawn,winter,1.0,0.0,-0.866025,-0.5,winter_dawn
