segment_id,hour_sin,hour_cos,month_sin,month_cos,season_spring,season_summer,season_autumn,season_winter,diel_dawn,diel_morning,diel_afternoon,diel_night
1314130_clip019_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314130_clip021_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1399601_clip001_s000,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1399601_clip008_s000,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1399606_clip014_s000,0.866025,-0.5,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1399606_clip014_s001,0.866025,-0.5,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1399606_clip022_s000,0.866025,-0.5,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1399626_clip001_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip002_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip002_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip002_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip003_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip003_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip003_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip003_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip003_s004,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip004_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip004_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip004_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip005_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip007_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip007_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip008_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip008_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip008_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip008_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip008_s004,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip009_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip009_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip009_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip010_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip010_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip010_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip010_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip012_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip012_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip013_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip013_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip013_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip014_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip015_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip015_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip015_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip016_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip016_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip017_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip017_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip017_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip019_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip019_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip019_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip019_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip019_s004,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip020_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip020_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip020_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip020_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip021_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip021_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip021_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip022_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip022_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip022_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip023_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip024_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip024_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399626_clip024_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400010_clip010_s000,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1400010_clip023_s000,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1400016_clip014_s000,0.866025,-0.5,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1400024_clip001_s000,-0.5,-0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1400024_clip002_s000,-0.5,-0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1400024_clip005_s000,-0.5,-0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1400024_clip008_s000,-0.5,-0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1400024_clip024_s000,-0.5,-0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1400040_clip001_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip003_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip006_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip006_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip009_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip009_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip010_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip010_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip011_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip012_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip012_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip013_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip013_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip013_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip014_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip015_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip016_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip016_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip017_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip017_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip018_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip019_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip019_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip019_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip020_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip020_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip021_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip023_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip023_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip023_s002,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip023_s003,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip024_s000,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400040_clip024_s001,-0.5,0.866025,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400482_clip001_s000,0.965926,0.258819,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400482_clip001_s001,0.965926,0.258819,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400482_clip001_s002,0.965926,0.258819,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400482_clip002_s000,0.965926,0.258819,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1400482_clip002_s001,0.965926,0.258819,-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1401100_clip001_s000,0.707107,-0.707107,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401104_clip013_s000,0.0,-1.0,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401104_clip014_s000,0.0,-1.0,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401104_clip015_s000,0.0,-1.0,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401105_clip003_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip005_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip006_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip006_s001,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip006_s002,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip006_s003,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip007_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip007_s001,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip007_s002,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip012_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip014_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip015_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip015_s001,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip023_s000,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401105_clip023_s001,0.866025,0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401113_clip008_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401113_clip009_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401113_clip011_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401113_clip017_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401113_clip019_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401151_clip008_s000,0.965926,0.258819,0.5,0.866025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1401151_clip008_s001,0.965926,0.258819,0.5,0.866025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1401228_clip001_s000,-0.258819,-0.965926,0.866025,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1401305_clip006_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401305_clip008_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401305_clip016_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401305_clip016_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401305_clip017_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401311_clip004_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401402_clip001_s000,0.707107,-0.707107,0.5,0.866025,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1401402_clip006_s000,0.707107,-0.707107,0.5,0.866025,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1401402_clip009_s000,0.707107,-0.707107,0.5,0.866025,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1401563_clip001_s000,1.0,0.0,-0.866025,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401563_clip015_s000,1.0,0.0,-0.866025,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401564_clip017_s000,0.866025,-0.5,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401564_clip018_s000,0.866025,-0.5,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401567_clip001_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip003_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip009_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip010_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip010_s001,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip010_s002,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip010_s003,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip011_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip011_s001,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip011_s002,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip011_s003,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip016_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip017_s000,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401567_clip017_s001,-0.5,-0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401569_clip003_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip004_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip004_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip005_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip005_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip006_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip006_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip007_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip007_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip008_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip010_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip010_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip012_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip012_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip014_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip014_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip015_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip017_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip017_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip019_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip022_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip022_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip022_s002,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip022_s003,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip023_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip024_s000,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip024_s001,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401569_clip024_s002,-0.5,0.866025,-0.866025,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401599_clip013_s000,1.0,0.0,-0.5,0.866025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401603_clip003_s000,0.866025,-0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401603_clip017_s000,0.866025,-0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401603_clip018_s000,0.866025,-0.5,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401607_clip001_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip002_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip010_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip017_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip018_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip018_s001,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip019_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401607_clip022_s000,-0.5,-0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1401611_clip001_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip005_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip006_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip007_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip007_s001,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip008_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip009_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip009_s001,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip010_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip012_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip013_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip014_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip015_s000,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401611_clip015_s001,-0.5,0.866025,-0.5,0.866025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
