asset_id,clip_path,source_type,source_site_id,source_recording_id,start_s,end_s,duration_s,recording_group_id,near_duplicate_group_id,selection_rank_in_group,sample_rate,channels,primary_weather,has_rain,has_wind,has_thunder,rain_intensity,wind_intensity,thunder_intensity,mixed_weather,layer_d_role,layer_d_use,analysis_use,analysis_label_quality,human_audit_status,human_weather_label,human_notes,clap_rain_score,clap_wind_score,clap_thunder_score,clap_top_label,contamination_label,contamination_score,env_bucket,env_rain_mm,env_daily_rain_mm,env_wind_speed_ms,env_wind_max_ms,audio_rms_dbfs,audio_peak_dbfs,audio_clipping_ratio,quality_flags,run_id,provenance_json
site_mvp002_site257_216086_006035_006050,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_216086_006035_006050.wav,site,257,216086,6035.0,6050.0,15.0,site257_216086,site257_216086_006035_006050,54,22050,1,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v03_provisional,site_ready,rain+wind,usable_rain_with_wind_overlap,0.411558,0.505101,0.337817,wind,bird_or_insect,0.242767,rain_env_prior,0.01,0.0,1.04,3.29,-39.428,-25.179,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""216086"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_021.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_216086_006050_006065,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_216086_006050_006065.wav,site,257,216086,6050.0,6065.0,15.0,site257_216086,site257_216086_006050_006065,59,22050,1,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v03_provisional,site_ready,rain+wind,usable_rain_with_wind_overlap,0.370992,0.533478,0.427187,wind,human_or_machine,0.21967,rain_env_prior,0.01,0.0,1.04,3.29,-31.814,-11.681,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""216086"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_021.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_1313184_000390_000405,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_000390_000405.wav,site,257,1313184,390.0,405.0,15.0,site257_1313184,site257_1313184_000390_000405,193,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.36141,0.567586,0.38728,wind,human_or_machine,0.279232,storm_env_prior,5.88,0.06,6.01,4.88,-27.909,-11.193,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""1313184"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313184/site_257_item_1313184_clip_002.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215474_002465_002480,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215474_002465_002480.wav,site,257,215474,2465.0,2480.0,15.0,site257_215474,site257_215474_002465_002480,195,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.444527,0.555687,0.378619,wind,human_or_machine,0.318901,wind_env_prior,0.0,0.0,6.5,3.62,-33.854,-19.445,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215474"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_009.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_216088_005471_005486,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_216088_005471_005486.wav,site,257,216088,5471.0,5486.0,15.0,site257_216088,site257_216088_005471_005486,196,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.34618,0.588701,0.462103,wind,human_or_machine,0.280793,wind_env_prior,0.03,0.0,2.63,3.29,-27.201,-9.592,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""216088"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_019.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215192_005663_005678,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215192_005663_005678.wav,site,257,215192,5663.0,5678.0,15.0,site257_215192,site257_215192_005663_005678,197,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.283652,0.58344,0.376578,wind,human_or_machine,0.287805,wind_env_prior,0.0,0.0,4.28,5.98,-23.036,-7.354,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215192"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215192/site_257_item_215192_clip_019.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215474_005303_005318,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215474_005303_005318.wav,site,257,215474,5303.0,5318.0,15.0,site257_215474,site257_215474_005303_005318,198,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.418971,0.547947,0.474317,wind,human_or_machine,0.328068,wind_env_prior,0.0,0.0,6.5,3.62,-22.546,0.0,0.000269,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215474"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_018.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_445592_003252_003267,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_003252_003267.wav,site,257,445592,3252.0,3267.0,15.0,site257_445592,site257_445592_003252_003267,199,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.413732,0.572305,0.466599,wind,human_or_machine,0.253771,wind_env_prior,0.0,0.0,2.3,5.72,-29.33,-12.449,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""445592"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_445592/site_257_item_445592_clip_011.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_1400024_000225_000240,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400024_000225_000240.wav,site,257,1400024,225.0,240.0,15.0,site257_1400024,site257_1400024_000225_000240,200,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.302889,0.564506,0.328766,wind,human_or_machine,0.221309,wind_env_prior,0.0,0.0,4.19,4.3,-31.112,-11.446,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""1400024"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400024/site_257_item_1400024_clip_001.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215185_002576_002591,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215185_002576_002591.wav,site,257,215185,2576.0,2591.0,15.0,site257_215185,site257_215185_002576_002591,201,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.354947,0.573817,0.375068,wind,human_or_machine,0.274135,wind_env_prior,0.0,0.0,4.58,5.98,-29.534,-11.782,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215185"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215185/site_257_item_215185_clip_009.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_5486_000323_000338,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_000323_000338.wav,site,257,5486,323.0,338.0,15.0,site257_5486,site257_5486_000323_000338,202,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.342669,0.573163,0.394378,wind,human_or_machine,0.27429,wind_env_prior,0.0,0.0,4.99,7.07,-32.918,-13.318,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""5486"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_5486/site_257_item_5486_clip_002.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_1313184_002222_002237,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_002222_002237.wav,site,257,1313184,2222.0,2237.0,15.0,site257_1313184,site257_1313184_002222_002237,203,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.359808,0.517718,0.375908,wind,bird_or_insect,0.22971,storm_env_prior,5.88,0.06,6.01,4.88,-25.1,-2.702,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""1313184"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313184/site_257_item_1313184_clip_008.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_4881_005831_005846,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4881_005831_005846.wav,site,257,4881,5831.0,5846.0,15.0,site257_4881,site257_4881_005831_005846,204,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.369127,0.56873,0.399112,wind,human_or_machine,0.269408,wind_env_prior,0.0,0.0,2.1,4.1,-42.873,-27.754,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""4881"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_4881/site_257_item_4881_clip_020.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215467_003974_003989,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_003974_003989.wav,site,257,215467,3974.0,3989.0,15.0,site257_215467,site257_215467_003974_003989,205,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.323128,0.557751,0.319957,wind,human_or_machine,0.242231,wind_env_prior,0.0,0.0,4.05,3.62,-43.671,-29.985,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215467"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215467/site_257_item_215467_clip_014.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_214659_001698_001713,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214659_001698_001713.wav,site,257,214659,1698.0,1713.0,15.0,site257_214659,site257_214659_001698_001713,206,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.288228,0.550089,0.357752,wind,human_or_machine,0.211912,storm_env_prior,220.58,77.69,4.79,7.1,-25.623,-8.149,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""214659"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_214659/site_257_item_214659_clip_006.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_214503_003510_003525,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214503_003510_003525.wav,site,257,214503,3510.0,3525.0,15.0,site257_214503,site257_214503_003510_003525,207,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.334027,0.552334,0.341853,wind,human_or_machine,0.223317,wind_env_prior,0.0,0.0,2.26,4.26,-40.403,-24.798,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""214503"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_214503/site_257_item_214503_clip_012.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_5486_003304_003319,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_003304_003319.wav,site,257,5486,3304.0,3319.0,15.0,site257_5486,site257_5486_003304_003319,208,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.313044,0.555023,0.492755,wind,human_or_machine,0.253673,wind_env_prior,0.0,0.0,4.99,7.07,-18.409,0.0,0.000368,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""5486"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_5486/site_257_item_5486_clip_012.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_5421_003302_003317,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5421_003302_003317.wav,site,257,5421,3302.0,3317.0,15.0,site257_5421,site257_5421_003302_003317,209,22050,1,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.329839,0.561538,0.36347,wind,human_or_machine,0.284403,wind_env_prior,0.0,0.0,2.8,4.95,-35.851,-18.625,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""5421"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_5421/site_257_item_5421_clip_012.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_215473_002356_002371,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_002356_002371.wav,site,257,215473,2356.0,2371.0,15.0,site257_215473,site257_215473_002356_002371,210,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.341078,0.549852,0.492966,wind,human_or_machine,0.238468,wind_env_prior,0.0,0.0,5.25,8.53,-32.116,-12.52,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""215473"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_215473/site_257_item_215473_clip_008.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
site_mvp002_site257_5493_000879_000894,acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5493_000879_000894.wav,site,257,5493,879.0,894.0,15.0,site257_5493,site257_5493_000879_000894,211,22050,1,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.292589,0.506528,0.425494,wind,bird_or_insect,0.251903,wind_env_prior,0.0,0.0,6.43,7.07,-28.071,-6.136,0.0,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion,"{""site_id"":""257"",""recording_id"":""5493"",""source_s3_uri"":""s3://eco-acoustic-data.store.adelaideuni.cloud/dataset/original/site_257_bowra-dry-a/downloaded_clips/site_257_item_5493/site_257_item_5493_clip_003.webm"",""source_manifest"":""/Users/murphy/Documents/Codex/2026-05-28/spacerobot-268369-comp-6000-capstone2-https-2/debug/site_weather_layer_d_assets_mvp_002_rain_expansion/layer_d_ready_manifest.csv"",""server_a_source_dir"":""/home/ubuntu/layer_b_site_weather_job/runs/mvp_pool_20260531_002_rain_expansion_layer_d_assets_accept_only/assets_wav_22050_mono"",""promotion_policy_version"":""site_weather_candidate_promotion_v0.1"",""candidate_pool_policy_version"":""site_weather_candidate_pool_v0.2""}"
