segment_id,source_clip,t_start,t_end,duration_s,diel_bin,season,hour_sin,hour_cos,month_sin,month_cos
1400040_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_009.webm,22.639,36.084,13.444,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip009_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_009.webm,104.792,114.869,10.077,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_010.webm,114.219,125.156,10.937,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_010.webm,266.983,279.661,12.678,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_011.webm,167.903,179.839,11.935,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_012.webm,151.046,165.233,14.187,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_012.webm,282.819,292.92,10.101,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_013.webm,4.296,14.443,10.147,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip013_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_013.webm,110.829,121.951,11.122,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip013_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_013.webm,164.444,175.195,10.751,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_014.webm,164.281,176.402,12.121,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_015.webm,102.214,113.894,11.68,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_016.webm,101.587,113.824,12.237,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_016.webm,157.269,168.763,11.494,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_017.webm,6.362,24.892,18.53,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_017.webm,216.294,228.949,12.655,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_018.webm,88.422,98.778,10.356,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_019.webm,77.322,88.561,11.238,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip019_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_019.webm,129.451,145.752,16.3,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip019_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_019.webm,283.353,294.847,11.494,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_020.webm,257.695,268.957,11.262,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip020_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_020.webm,275.923,299.909,23.986,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_021.webm,22.43,33.367,10.937,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_023.webm,6.966,20.968,14.002,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_023.webm,21.177,32.856,11.68,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip023_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_023.webm,141.317,152.532,11.215,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip023_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_023.webm,289.715,299.909,10.194,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_024.webm,56.448,70.24,13.793,night,spring,-0.5,0.866025,-1.0,-0.0
1400040_clip024_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400040/site_257_item_1400040_clip_024.webm,218.616,230.156,11.54,night,spring,-0.5,0.866025,-1.0,-0.0
1400482_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400482/site_257_item_1400482_clip_001.webm,174.01,187.478,13.468,dawn,summer,0.965926,0.258819,-0.0,1.0
1400482_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400482/site_257_item_1400482_clip_001.webm,222.424,234.522,12.098,dawn,summer,0.965926,0.258819,-0.0,1.0
1400482_clip001_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400482/site_257_item_1400482_clip_001.webm,243.856,260.946,17.09,dawn,summer,0.965926,0.258819,-0.0,1.0
1400482_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400482/site_257_item_1400482_clip_002.webm,11.819,25.217,13.398,dawn,summer,0.965926,0.258819,-0.0,1.0
1400482_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1400482/site_257_item_1400482_clip_002.webm,39.219,52.291,13.073,dawn,summer,0.965926,0.258819,-0.0,1.0
1401100_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401100/site_257_item_1401100_clip_001.webm,97.826,108.182,10.356,morning,spring,0.707107,-0.707107,-0.5,0.866025
1401104_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401104/site_257_item_1401104_clip_013.webm,113.337,125.248,11.912,afternoon,spring,0.0,-1.0,-0.5,0.866025
1401104_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401104/site_257_item_1401104_clip_014.webm,230.83,241.72,10.89,afternoon,spring,0.0,-1.0,-0.5,0.866025
1401104_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401104/site_257_item_1401104_clip_015.webm,109.668,121.208,11.54,afternoon,spring,0.0,-1.0,-0.5,0.866025
1401105_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_003.webm,74.165,84.521,10.356,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_005.webm,5.132,15.302,10.17,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_006.webm,83.429,93.785,10.356,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_006.webm,143.801,154.18,10.379,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip006_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_006.webm,197.254,208.655,11.401,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip006_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_006.webm,210.93,221.565,10.635,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_007.webm,38.777,52.825,14.048,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_007.webm,53.708,66.804,13.096,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip007_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_007.webm,162.447,174.684,12.237,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_012.webm,46.324,62.903,16.579,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_014.webm,156.085,167.021,10.937,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_015.webm,171.99,184.041,12.051,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip015_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_015.webm,195.442,207.099,11.656,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_023.webm,196.905,210.837,13.932,dawn,spring,0.866025,0.5,-0.5,0.866025
1401105_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401105/site_257_item_1401105_clip_023.webm,223.19,233.941,10.751,dawn,spring,0.866025,0.5,-0.5,0.866025
1401113_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401113/site_257_item_1401113_clip_008.webm,146.518,159.196,12.678,night,spring,-0.5,0.866025,-0.5,0.866025
1401113_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401113/site_257_item_1401113_clip_009.webm,19.992,30.534,10.542,night,spring,-0.5,0.866025,-0.5,0.866025
1401113_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401113/site_257_item_1401113_clip_011.webm,121.742,132.748,11.006,night,spring,-0.5,0.866025,-0.5,0.866025
1401113_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401113/site_257_item_1401113_clip_017.webm,199.274,211.511,12.237,night,spring,-0.5,0.866025,-0.5,0.866025
1401113_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401113/site_257_item_1401113_clip_019.webm,183.322,195.117,11.796,night,spring,-0.5,0.866025,-0.5,0.866025
1401151_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401151/site_257_item_1401151_clip_008.webm,151.603,165.024,13.421,dawn,summer,0.965926,0.258819,0.5,0.866025
1401151_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401151/site_257_item_1401151_clip_008.webm,190.589,200.62,10.031,dawn,summer,0.965926,0.258819,0.5,0.866025
1401228_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401228/site_257_item_1401228_clip_001.webm,241.905,254.63,12.725,afternoon,summer,-0.258819,-0.965926,0.866025,0.5
1401305_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401305/site_257_item_1401305_clip_006.webm,272.974,285.559,12.585,night,spring,-0.5,0.866025,-0.866025,0.5
1401305_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401305/site_257_item_1401305_clip_008.webm,220.264,230.528,10.263,night,spring,-0.5,0.866025,-0.866025,0.5
1401305_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401305/site_257_item_1401305_clip_016.webm,117.145,130.752,13.607,night,spring,-0.5,0.866025,-0.866025,0.5
1401305_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401305/site_257_item_1401305_clip_016.webm,245.946,259.738,13.793,night,spring,-0.5,0.866025,-0.866025,0.5
1401305_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401305/site_257_item_1401305_clip_017.webm,107.973,119.234,11.262,night,spring,-0.5,0.866025,-0.866025,0.5
1401311_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401311/site_257_item_1401311_clip_004.webm,116.796,126.874,10.077,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401402_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401402/site_257_item_1401402_clip_001.webm,54.753,65.387,10.635,morning,summer,0.707107,-0.707107,0.5,0.866025
1401402_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401402/site_257_item_1401402_clip_006.webm,202.594,212.764,10.17,morning,summer,0.707107,-0.707107,0.5,0.866025
1401402_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401402/site_257_item_1401402_clip_009.webm,149.49,164.629,15.139,morning,summer,0.707107,-0.707107,0.5,0.866025
1401563_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401563/site_257_item_1401563_clip_001.webm,2.368,12.376,10.008,dawn,spring,1.0,0.0,-0.866025,0.5
1401563_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401563/site_257_item_1401563_clip_015.webm,99.521,109.598,10.077,dawn,spring,1.0,0.0,-0.866025,0.5
1401564_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401564/site_257_item_1401564_clip_017.webm,59.907,70.751,10.844,morning,spring,0.866025,-0.5,-0.866025,0.5
1401564_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401564/site_257_item_1401564_clip_018.webm,217.942,229.204,11.262,morning,spring,0.866025,-0.5,-0.866025,0.5
1401567_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_001.webm,284.305,295.01,10.704,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_003.webm,51.757,62.16,10.403,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_009.webm,146.262,156.41,10.147,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_010.webm,186.781,198.74,11.958,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_010.webm,232.432,242.834,10.403,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip010_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_010.webm,253.33,264.94,11.61,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip010_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_010.webm,278.895,289.042,10.147,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_011.webm,1.509,16.509,15.0,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_011.webm,56.401,68.104,11.703,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip011_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_011.webm,80.968,93.042,12.074,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip011_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_011.webm,173.36,183.809,10.449,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_016.webm,6.316,18.251,11.935,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_017.webm,54.938,70.612,15.673,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401567_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401567/site_257_item_1401567_clip_017.webm,118.073,136.208,18.135,afternoon,spring,-0.5,-0.866025,-0.866025,0.5
1401569_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_003.webm,123.228,134.467,11.238,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_004.webm,159.126,170.017,10.89,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_004.webm,246.364,257.556,11.192,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_005.webm,91.115,103.422,12.307,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_005.webm,156.317,167.021,10.704,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_006.webm,88.747,102.702,13.955,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_006.webm,207.029,218.221,11.192,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_007.webm,167.718,178.074,10.356,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_007.webm,204.73,215.04,10.31,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_008.webm,136.208,148.167,11.958,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_010.webm,83.035,93.646,10.612,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_010.webm,114.939,128.708,13.769,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_012.webm,146.564,159.777,13.212,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_012.webm,233.244,246.735,13.491,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_014.webm,218.105,229.158,11.053,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip014_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_014.webm,271.627,282.61,10.983,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_015.webm,236.286,246.596,10.31,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_017.webm,147.47,159.707,12.237,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_017.webm,223.237,233.291,10.054,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_019.webm,0.139,12.678,12.539,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_022.webm,25.821,37.523,11.703,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip022_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_022.webm,51.711,65.62,13.909,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip022_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_022.webm,243.786,256.279,12.492,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip022_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_022.webm,261.991,274.019,12.028,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_023.webm,270.977,282.146,11.169,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_024.webm,47.137,57.191,10.054,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip024_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_024.webm,82.779,93.391,10.612,night,spring,-0.5,0.866025,-0.866025,0.5
1401569_clip024_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401569/site_257_item_1401569_clip_024.webm,118.329,133.77,15.441,night,spring,-0.5,0.866025,-0.866025,0.5
1401599_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401599/site_257_item_1401599_clip_013.webm,241.395,252.633,11.238,dawn,spring,1.0,0.0,-0.5,0.866025
1401603_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401603/site_257_item_1401603_clip_003.webm,236.611,247.455,10.844,morning,spring,0.866025,-0.5,-0.5,0.866025
1401603_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401603/site_257_item_1401603_clip_017.webm,181.232,191.449,10.217,morning,spring,0.866025,-0.5,-0.5,0.866025
1401603_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401603/site_257_item_1401603_clip_018.webm,258.206,268.492,10.286,morning,spring,0.866025,-0.5,-0.5,0.866025
1401607_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_001.webm,165.767,175.938,10.17,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_002.webm,103.747,117.029,13.282,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_010.webm,159.753,174.173,14.42,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_017.webm,244.135,255.489,11.355,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_018.webm,47.601,59.977,12.376,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip018_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_018.webm,94.319,109.714,15.395,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_019.webm,91.951,109.041,17.09,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401607_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401607/site_257_item_1401607_clip_022.webm,119.815,133.143,13.328,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1401611_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_001.webm,198.6,210.512,11.912,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_005.webm,225.234,236.286,11.053,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_006.webm,70.983,84.753,13.769,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_007.webm,149.095,160.775,11.68,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_007.webm,224.885,236.658,11.773,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_008.webm,201.735,212.672,10.937,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_009.webm,34.876,46.231,11.355,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip009_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_009.webm,58.236,71.517,13.282,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_010.webm,58.538,69.358,10.82,night,spring,-0.5,0.866025,-0.5,0.866025
1401611_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401611/site_257_item_1401611_clip_012.webm,255.884,272.045,16.161,night,spring,-0.5,0.866025,-0.5,0.866025
