event_id,recording_id,clip_path,clip_index,clip_start_seconds,clip_end_seconds,event_start_seconds,event_end_seconds,event_duration_seconds,event_start_in_clip_seconds,event_end_in_clip_seconds,event_midpoint_seconds,event_midpoint_in_clip_seconds,score,confidence_band,label,label_kind,common_name_tags,species_name_tags,other_tags,source,verification_consensus,snippet_status,sample_bin,sample_local_date,month,month_range,day_of_year,hour_local,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,precipitation_mm,precipitation_daily_mm,days_since_rain
12014439,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_024.webm,24,6900.0,7194.842,6999.0,7002.0,3.0,99.0,102.0,7000.5,100.5,0.7358,medium,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014438,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_024.webm,24,6900.0,7194.842,6951.0,6954.0,3.0,51.0,54.0,6952.5,52.5,0.552,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014437,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_024.webm,24,6900.0,7194.842,6951.0,6954.0,3.0,51.0,54.0,6952.5,52.5,0.9697,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014436,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_024.webm,24,6900.0,7194.842,6945.0,6948.0,3.0,45.0,48.0,6946.5,46.5,0.9023,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014435,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6873.0,6876.0,3.0,273.0,276.0,6874.5,274.5,0.7867,high,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014434,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6867.0,6870.0,3.0,267.0,270.0,6868.5,268.5,0.5598,medium,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014433,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6777.0,6780.0,3.0,177.0,180.0,6778.5,178.5,0.6405,medium,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014432,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6729.0,6732.0,3.0,129.0,132.0,6730.5,130.5,0.5024,medium,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014431,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6714.0,6726.0,12.0,114.0,126.0,6720.0,120.0,0.5672,medium,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014430,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6705.0,6711.0,6.0,105.0,111.0,6708.0,108.0,0.8694,high,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014429,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6699.0,6702.0,3.0,99.0,102.0,6700.5,100.5,0.6071,medium,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014428,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6693.0,6696.0,3.0,93.0,96.0,6694.5,94.5,0.9413,very_high,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014427,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6663.0,6666.0,3.0,63.0,66.0,6664.5,64.5,0.8873,high,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014426,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_023.webm,23,6600.0,6900.0,6606.0,6612.0,6.0,6.0,12.0,6609.0,9.0,0.5961,medium,Chestnut-rumped Thornbill,birdnet_other_tag,,,153:Chestnut-rumped Thornbill:general|26887:Acanthiza uropygialis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014425,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6561.0,6573.0,12.0,261.0,273.0,6567.0,267.0,0.8006,high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014424,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6531.0,6534.0,3.0,231.0,234.0,6532.5,232.5,0.919,very_high,Cincloramphus mathewsi,birdnet_other_tag,,,26764:Cincloramphus mathewsi:general|166:Rufous Songlark:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014423,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6525.0,6528.0,3.0,225.0,228.0,6526.5,226.5,0.6768,medium,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014422,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6516.0,6525.0,9.0,216.0,225.0,6520.5,220.5,0.9935,very_high,Crested Bellbird,birdnet_other_tag,,,164:Crested Bellbird:general|26679:Oreoica gutturalis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014421,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6501.0,6516.0,15.0,201.0,216.0,6508.5,208.5,0.994,very_high,Crested Bellbird,birdnet_other_tag,,,164:Crested Bellbird:general|26679:Oreoica gutturalis:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014420,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6495.0,6498.0,3.0,195.0,198.0,6496.5,196.5,0.8736,high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014419,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6480.0,6495.0,15.0,180.0,195.0,6487.5,187.5,0.9792,very_high,Cincloramphus mathewsi,birdnet_other_tag,,,26764:Cincloramphus mathewsi:general|166:Rufous Songlark:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014418,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6465.0,6477.0,12.0,165.0,177.0,6471.0,171.0,0.9288,very_high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014417,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6456.0,6462.0,6.0,156.0,162.0,6459.0,159.0,0.6643,medium,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014416,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6375.0,6378.0,3.0,75.0,78.0,6376.5,76.5,0.5436,medium,Petroica goodenovii,birdnet_other_tag,,,26769:Petroica goodenovii:general|168:Red-capped Robin:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014415,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6348.0,6351.0,3.0,48.0,51.0,6349.5,49.5,0.5666,medium,Red-capped Robin,birdnet_other_tag,,,168:Red-capped Robin:general|26769:Petroica goodenovii:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014414,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6315.0,6318.0,3.0,15.0,18.0,6316.5,16.5,0.7706,high,Artamus personatus,birdnet_other_tag,,,26871:Artamus personatus:general|26872:Masked Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014413,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6315.0,6318.0,3.0,15.0,18.0,6316.5,16.5,0.9128,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014412,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_022.webm,22,6300.0,6600.0,6309.0,6312.0,3.0,9.0,12.0,6310.5,10.5,0.8637,high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014411,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6294.0,6303.0,9.0,294.0,300.0,6298.5,298.5,0.9341,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014410,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6285.0,6300.0,15.0,285.0,300.0,6292.5,292.5,0.5071,medium,Artamus personatus,birdnet_other_tag,,,26871:Artamus personatus:general|26872:Masked Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014409,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6279.0,6294.0,15.0,279.0,294.0,6286.5,286.5,0.9169,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014408,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6237.0,6246.0,9.0,237.0,246.0,6241.5,241.5,0.5439,medium,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014407,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6225.0,6234.0,9.0,225.0,234.0,6229.5,229.5,0.5574,medium,Artamus personatus,birdnet_other_tag,,,26871:Artamus personatus:general|26872:Masked Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014406,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6222.0,6237.0,15.0,222.0,237.0,6229.5,229.5,0.9702,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014405,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6201.0,6216.0,15.0,201.0,216.0,6208.5,208.5,0.7858,high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014404,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6192.0,6201.0,9.0,192.0,201.0,6196.5,196.5,0.6487,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014403,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6186.0,6201.0,15.0,186.0,201.0,6193.5,193.5,0.9944,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014402,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6177.0,6192.0,15.0,177.0,192.0,6184.5,184.5,0.8301,high,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014401,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6171.0,6186.0,15.0,171.0,186.0,6178.5,178.5,0.9953,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014400,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6165.0,6174.0,9.0,165.0,174.0,6169.5,169.5,0.5766,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014399,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6156.0,6171.0,15.0,156.0,171.0,6163.5,163.5,0.9813,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014398,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6141.0,6156.0,15.0,141.0,156.0,6148.5,148.5,0.8671,high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014397,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6087.0,6090.0,3.0,87.0,90.0,6088.5,88.5,0.6665,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014396,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6084.0,6099.0,15.0,84.0,99.0,6091.5,91.5,0.915,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014395,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6078.0,6084.0,6.0,78.0,84.0,6081.0,81.0,0.509,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014394,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6069.0,6084.0,15.0,69.0,84.0,6076.5,76.5,0.9573,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014393,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6048.0,6051.0,3.0,48.0,51.0,6049.5,49.5,0.5921,medium,Artamus personatus,birdnet_other_tag,,,26871:Artamus personatus:general|26872:Masked Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014392,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6045.0,6060.0,15.0,45.0,60.0,6052.5,52.5,0.8037,high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014391,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6042.0,6048.0,6.0,42.0,48.0,6045.0,45.0,0.9234,very_high,Cincloramphus mathewsi,birdnet_other_tag,,,26764:Cincloramphus mathewsi:general|166:Rufous Songlark:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014390,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6039.0,6042.0,3.0,39.0,42.0,6040.5,40.5,0.9636,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014389,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6024.0,6036.0,12.0,24.0,36.0,6030.0,30.0,0.9335,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014388,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6012.0,6015.0,3.0,12.0,15.0,6013.5,13.5,0.8751,high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014387,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6009.0,6024.0,15.0,9.0,24.0,6016.5,16.5,0.9647,very_high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014386,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,6006.0,6009.0,3.0,6.0,9.0,6007.5,7.5,0.9378,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014385,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_021.webm,21,6000.0,6300.0,5997.0,6003.0,6.0,0.0,3.0,6000.0,0.0,0.6143,medium,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014384,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_020.webm,20,5700.0,6000.0,5988.0,6000.0,12.0,288.0,300.0,5994.0,294.0,0.9569,very_high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014383,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_020.webm,20,5700.0,6000.0,5979.0,5991.0,12.0,279.0,291.0,5985.0,285.0,0.5991,medium,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014382,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_020.webm,20,5700.0,6000.0,5970.0,5982.0,12.0,270.0,282.0,5976.0,276.0,0.8532,high,Rufous Songlark,birdnet_other_tag,,,166:Rufous Songlark:general|26764:Cincloramphus mathewsi:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014381,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_020.webm,20,5700.0,6000.0,5958.0,5967.0,9.0,258.0,267.0,5962.5,262.5,0.7116,medium,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
12014380,1402652,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402652/site_257_item_1402652_clip_020.webm,20,5700.0,6000.0,5952.0,5961.0,9.0,252.0,261.0,5956.5,256.5,0.9797,very_high,Cincloramphus mathewsi,birdnet_other_tag,,,26764:Cincloramphus mathewsi:general|166:Rufous Songlark:general,BirdNET.results.csv,,extractable,morning,2024-01-02,1,December-February,2,8,30.65,44.76,6.27,30.8,0.26,0.13,5
